frame_id,object,score,area
frame_000046.jpg,person,0.9971532821655273,4608.54493779561
frame_000046.jpg,keyboard,0.9261167645454407,1274.6692892618012
frame_000069.jpg,person,0.998314380645752,6193.603401020839
frame_000092.jpg,person,0.9973872303962708,9985.455823336495
frame_000092.jpg,refrigerator,0.9664203524589539,1175.0577695388347
frame_000092.jpg,vase,0.7678697109222412,2642.6988049489155
frame_000092.jpg,bed,0.72194504737854,1002.7583725331351
frame_000092.jpg,skateboard,0.6832175254821777,1614.7376052927575
frame_000092.jpg,vase,0.6688119769096375,3364.513341675047
frame_000092.jpg,bed,0.5410230755805969,3858.17867407389
frame_000115.jpg,person,0.9919061660766602,14164.832457678232
frame_000115.jpg,vase,0.6056340932846069,2994.942649989389
frame_000138.jpg,person,0.9973649382591248,18045.19207856286
frame_000138.jpg,class_90,0.6158907413482666,1861.8806744511821
frame_000161.jpg,keyboard,0.9426405429840088,19217.46644700045
frame_000161.jpg,cup,0.884437084197998,2543.777684707573
frame_000161.jpg,person,0.8363653421401978,130.47350230428856
frame_000184.jpg,keyboard,0.9316747784614563,18491.6337704733
frame_000184.jpg,person,0.8242985010147095,125.73910572950263
frame_000184.jpg,cup,0.756894588470459,2388.3255803390057
frame_000207.jpg,cup,0.8790608644485474,2520.7191427176003
frame_000207.jpg,keyboard,0.8256623148918152,19338.157649116387
frame_000207.jpg,person,0.7792239785194397,2225.779882267525
frame_000207.jpg,person,0.7167882919311523,156.85791391233215
frame_000230.jpg,keyboard,0.9443778395652771,19638.778649914166
frame_000230.jpg,person,0.9409399032592773,3674.4398425065447
frame_000230.jpg,cup,0.9200920462608337,2519.7849200237542
frame_000230.jpg,person,0.8936824798583984,1235.1805195369525
frame_000230.jpg,person,0.6754097938537598,164.53591910772957
frame_000230.jpg,bird,0.5436747074127197,23.68540223117452
frame_000253.jpg,person,0.9927218556404114,21031.166074732762
frame_000276.jpg,person,0.9372200965881348,3378.1676800987916
frame_000276.jpg,person,0.8045740127563477,303.7450683187926
frame_000276.jpg,person,0.6691660284996033,180.54390555422287
frame_000299.jpg,person,0.6705657839775085,3199.15254535689
frame_000322.jpg,person,0.5616472363471985,1248.4024706380442
frame_000345.jpg,person,0.9975388050079346,6644.9090832970105
frame_000345.jpg,sports ball,0.7643884420394897,4330.691702586482
frame_000368.jpg,person,0.9982337951660156,10949.762558493909
frame_000368.jpg,person,0.6301898956298828,955.5039599501761
frame_000391.jpg,person,0.9952697157859802,3298.4474162257684
frame_000391.jpg,N/A,0.8357977867126465,7140.052023143275
frame_000391.jpg,suitcase,0.8004294037818909,7002.858521915856
frame_000391.jpg,cup,0.7935455441474915,219.60549865756184
frame_000391.jpg,keyboard,0.7804828882217407,1297.6087088359636
frame_000391.jpg,sink,0.7604764103889465,147.36397772940109
frame_000391.jpg,N/A,0.53687983751297,14579.745549304178
frame_000414.jpg,person,0.9827892184257507,3313.6721781528904
frame_000414.jpg,keyboard,0.9676001071929932,1347.075385232165
frame_000414.jpg,cup,0.8508972525596619,196.7235082788393
frame_000414.jpg,suitcase,0.729122519493103,6742.056508574635
frame_000414.jpg,N/A,0.6472613215446472,14188.174993137247
frame_000414.jpg,N/A,0.6338838338851929,7294.238857738674
frame_000437.jpg,cup,0.7849342226982117,3630.042196430586
frame_000437.jpg,keyboard,0.6423267126083374,18493.822235956817
frame_000460.jpg,person,0.6865645051002502,129.0268583809957
frame_000460.jpg,cup,0.5425102114677429,2511.261650524757
frame_000483.jpg,person,0.9812735319137573,4838.7390404948965
frame_000506.jpg,person,0.9877342581748962,5147.244637818541
frame_000529.jpg,person,0.9937346577644348,6882.774100863258
frame_000529.jpg,person,0.9376935958862305,1636.4853424012545
frame_000529.jpg,person,0.6059194207191467,437.5507957546506
frame_000552.jpg,person,0.9931389689445496,8148.270057231188
frame_000552.jpg,bicycle,0.7724124789237976,3498.175618160749
frame_000552.jpg,person,0.6269708871841431,1309.0744418115355
frame_000575.jpg,person,0.9888197779655457,9045.380995587038
frame_000598.jpg,person,0.9950189590454102,14862.09478036876
frame_000621.jpg,person,0.9947901964187622,15228.84825126719
frame_000644.jpg,toothbrush,0.6835917234420776,7587.633559899812
frame_000667.jpg,person,0.9536343216896057,7097.025124395441
frame_000667.jpg,person,0.7398470640182495,1321.6663600620814
frame_000667.jpg,person,0.587356448173523,3088.8190878571477
frame_000690.jpg,person,0.9857565760612488,9104.331498785177
frame_000690.jpg,person,0.8792188167572021,1237.8885509402608
frame_000713.jpg,person,0.9940758943557739,23243.457137780817
frame_000713.jpg,sandwich,0.9557892084121704,256.4004705796251
frame_000713.jpg,oven,0.590155839920044,252.9657200180227
frame_000736.jpg,person,0.9964436888694763,26412.48287184295
frame_000736.jpg,sandwich,0.9519689083099365,231.85929436900187
frame_000736.jpg,oven,0.6231328248977661,1141.0669652698562
frame_000759.jpg,person,0.9982878565788269,36122.65588344887
frame_000782.jpg,sandwich,0.9021937847137451,11221.885559384245
frame_000782.jpg,knife,0.5675151944160461,14902.587026753929
frame_000805.jpg,sandwich,0.9895584583282471,12718.382515649544
frame_000805.jpg,person,0.5992324352264404,10645.176749279428
frame_000805.jpg,broccoli,0.5282594561576843,422.2734149833559
frame_000828.jpg,person,0.9927414655685425,1743.3435014787829
frame_000828.jpg,person,0.9522602558135986,972.9091682005674
frame_000851.jpg,person,0.9783152341842651,19536.016026791185
frame_000874.jpg,person,0.9978123903274536,12242.88253087725
frame_000874.jpg,person,0.6498236060142517,1986.6934470714768
frame_000897.jpg,person,0.9962839484214783,14582.045702295727
frame_000897.jpg,person,0.666840136051178,1235.9904168513604
frame_000920.jpg,person,0.9977023005485535,15830.74813642446
frame_000920.jpg,person,0.5760804414749146,1104.4330921747605
frame_000943.jpg,person,0.9669005870819092,20118.645253127645
frame_000966.jpg,person,0.9639564156532288,4570.385877543886
frame_000966.jpg,keyboard,0.9543612003326416,18946.937832432333
frame_000966.jpg,person,0.8182803392410278,135.44435720401816
frame_000966.jpg,cup,0.7945782542228699,2507.791139354871
frame_000989.jpg,sandwich,0.7564771771430969,14589.942735531367
frame_000989.jpg,keyboard,0.6301974058151245,28523.897770614978
